step,ce_loss,kl,train_acc
1,1.364823818206787,18.444557189941406,0.375
30,1.3414337635040283,8.307744026184082,0.34375
60,0.48690882325172424,18.64055633544922,0.953125
90,0.14123785495758057,15.467297554016113,1.0
120,0.06535753607749939,11.950035095214844,1.0
150,0.0625387653708458,10.278128623962402,0.984375
180,0.05351124331355095,8.92370319366455,1.0
210,0.02787614054977894,8.68283748626709,1.0
240,0.019538704305887222,7.899176597595215,1.0
270,0.020702321082353592,7.787846565246582,1.0
300,0.02601589448750019,6.926016807556152,1.0
330,0.01193070039153099,6.402437686920166,1.0
360,0.012538702227175236,6.13073205947876,1.0
390,0.02989956922829151,5.908712387084961,1.0
420,0.008649177849292755,6.084961891174316,1.0
450,0.013781119138002396,5.837200164794922,1.0
480,0.00925394520163536,6.077862739562988,1.0
510,0.012866697274148464,5.23113489151001,1.0
540,0.009444757364690304,5.6320953369140625,1.0
570,0.012284714728593826,5.437524795532227,1.0
600,0.009695063345134258,5.341638565063477,1.0
630,0.01102841179817915,5.107424736022949,1.0
660,0.01004339661449194,4.9010009765625,1.0
690,0.008173546753823757,4.957962512969971,1.0
720,0.006965952459722757,5.290121078491211,1.0
750,0.00802784413099289,4.949926853179932,1.0
780,0.009272915311157703,4.84438943862915,1.0
810,0.008875234052538872,4.745129585266113,1.0
840,0.007213728968054056,4.374117851257324,1.0
870,0.006735069211572409,4.6309309005737305,1.0
900,0.007103677839040756,4.6473493576049805,1.0
930,0.010091855190694332,4.342673301696777,1.0
960,0.0063855512998998165,4.502493381500244,1.0
990,0.0106146689504385,4.196838855743408,1.0
1020,0.016042441129684448,4.206597328186035,1.0
1050,0.011188879609107971,3.981916904449463,1.0
1080,0.011088739149272442,4.134710788726807,1.0
1110,0.004712938796728849,4.226916790008545,1.0
1140,0.006938759703189135,4.177405834197998,1.0
1170,0.0063801598735153675,3.7990849018096924,1.0
1200,0.00586809404194355,4.130224227905273,1.0
1230,0.008685353212058544,3.882340431213379,1.0
1260,0.004794083070009947,4.122819900512695,1.0
1290,0.006528359837830067,3.956322193145752,1.0
1320,0.005196594633162022,3.811981201171875,1.0
1350,0.00924183800816536,3.5934178829193115,1.0
1380,0.007762995548546314,3.7459917068481445,1.0
1410,0.004358986858278513,3.8402304649353027,1.0
1440,0.00939101167023182,3.7551681995391846,1.0
1470,0.0031945472583174706,3.9339284896850586,1.0
1500,0.007166765630245209,3.8139266967773438,1.0
