step,ce_loss,kl,train_acc
1,1.4341208934783936,19.67317008972168,0.234375
30,1.323403000831604,8.489344596862793,0.375
60,0.6150091290473938,16.7706356048584,0.84375
90,0.10837016999721527,16.445751190185547,0.984375
120,0.06540458649396896,10.771766662597656,1.0
150,0.038652315735816956,8.800731658935547,1.0
180,0.021182876080274582,7.512790203094482,1.0
210,0.019617736339569092,7.32077169418335,1.0
240,0.017587844282388687,6.932072639465332,1.0
270,0.017105720937252045,6.655796051025391,1.0
300,0.031357038766145706,6.535830497741699,1.0
330,0.014038334600627422,6.388961315155029,1.0
360,0.014213502407073975,6.391450881958008,1.0
390,0.02519845776259899,5.76951265335083,1.0
420,0.012637515552341938,6.024584770202637,1.0
450,0.011050409637391567,5.9063310623168945,1.0
480,0.012869773432612419,5.73576545715332,1.0
510,0.022278452292084694,5.605029106140137,1.0
540,0.007351888343691826,5.2064666748046875,1.0
570,0.01130677293986082,5.300259590148926,1.0
600,0.012357661500573158,5.246476173400879,1.0
630,0.006656423676759005,5.172605991363525,1.0
660,0.010591358877718449,4.926640033721924,1.0
690,0.011032353155314922,5.208065986633301,1.0
720,0.00845278613269329,4.754100799560547,1.0
750,0.009210683405399323,4.772767066955566,1.0
780,0.009752919897437096,4.7600297927856445,1.0
810,0.008936425670981407,4.610909938812256,1.0
840,0.004485794808715582,4.767179012298584,1.0
870,0.010389874689280987,4.381491184234619,1.0
900,0.011151358485221863,4.077760696411133,1.0
930,0.007730882614850998,4.368607997894287,1.0
960,0.003836957737803459,4.226724147796631,1.0
990,0.014875664375722408,3.9805400371551514,1.0
1020,0.007912756875157356,3.9507603645324707,1.0
1050,0.011040139943361282,3.9040961265563965,1.0
1080,0.003413588274270296,4.0665106773376465,1.0
1110,0.007839049212634563,3.756617307662964,1.0
1140,0.006972629576921463,3.866340160369873,1.0
1170,0.005744915921241045,4.057856559753418,1.0
1200,0.00698440708220005,3.697232723236084,1.0
1230,0.004971764981746674,3.988062858581543,1.0
1260,0.0031571153085678816,3.848158121109009,1.0
1290,0.010162640362977982,3.570169687271118,1.0
1320,0.004347451962530613,3.8081765174865723,1.0
1350,0.00897301360964775,3.3981080055236816,1.0
1380,0.005283552221953869,3.428166151046753,1.0
1410,0.004793801810592413,3.5824928283691406,1.0
1440,0.01237163320183754,3.212799072265625,1.0
1470,0.0062890187837183475,3.4460811614990234,1.0
1500,0.0051718358881771564,3.2394747734069824,1.0
