step,ce_loss,kl,train_acc
1,1.5083919763565063,21.635604858398438,0.234375
30,1.3140954971313477,10.60989761352539,0.34375
60,0.5142661333084106,19.17121124267578,0.90625
90,0.09329576790332794,17.097454071044922,1.0
120,0.058683816343545914,13.744247436523438,1.0
150,0.04575948417186737,11.285579681396484,1.0
180,0.030622264370322227,9.808155059814453,1.0
210,0.029152149334549904,8.711175918579102,1.0
240,0.01918284222483635,8.52481746673584,1.0
270,0.016409151256084442,7.637438774108887,1.0
300,0.010310453362762928,7.639155387878418,1.0
330,0.0229728352278471,7.000752925872803,1.0
360,0.01586194522678852,6.780008316040039,1.0
390,0.01540655829012394,6.80039119720459,1.0
420,0.016047723591327667,6.3283891677856445,1.0
450,0.012149623595178127,6.198273658752441,1.0
480,0.007641349919140339,6.022167682647705,1.0
510,0.012072601355612278,5.568724632263184,1.0
540,0.007451456040143967,5.616156101226807,1.0
570,0.010959613136947155,5.285377025604248,1.0
600,0.009259378537535667,5.305816173553467,1.0
630,0.007594644092023373,5.22892951965332,1.0
660,0.007442250847816467,5.082050323486328,1.0
690,0.007971549406647682,4.800518989562988,1.0
720,0.011406601406633854,5.031233787536621,1.0
750,0.009363071992993355,4.886129379272461,1.0
780,0.01244728546589613,4.574772834777832,1.0
810,0.0068608722649514675,4.59375,1.0
840,0.013700325973331928,4.275744915008545,1.0
870,0.01660175621509552,4.396834373474121,1.0
900,0.003526063868775964,4.590099811553955,1.0
930,0.005775282625108957,4.57875919342041,1.0
960,0.005644802935421467,4.063817977905273,1.0
990,0.007370984181761742,4.161294937133789,1.0
1020,0.008719288744032383,4.016310691833496,1.0
1050,0.007620952092111111,3.818941593170166,1.0
1080,0.01045549288392067,3.837141752243042,1.0
1110,0.0054703387431800365,3.7784454822540283,1.0
1140,0.004069424234330654,4.052248001098633,1.0
1170,0.012049021199345589,3.6153061389923096,1.0
1200,0.0019031111150979996,4.120019912719727,1.0
1230,0.002685393439605832,4.127591133117676,1.0
1260,0.005373700987547636,3.8130054473876953,1.0
1290,0.004402629565447569,3.5795094966888428,1.0
1320,0.008432507514953613,3.52224063873291,1.0
1350,0.006622863467782736,3.2810182571411133,1.0
1380,0.006998671684414148,3.375016689300537,1.0
1410,0.004014842677861452,3.5309717655181885,1.0
1440,0.005658233072608709,3.3480920791625977,1.0
1470,0.00530222849920392,3.1750848293304443,1.0
1500,0.002415429102256894,3.556018114089966,1.0
