step,ce_loss,kl,train_acc
1,1.4301046133041382,19.67317008972168,0.296875
30,1.3670169115066528,8.252116203308105,0.296875
60,0.6501229405403137,14.890985488891602,0.84375
90,0.1031198799610138,15.896355628967285,1.0
120,0.0838484913110733,11.199073791503906,1.0
150,0.03666327893733978,9.174419403076172,1.0
180,0.025589222088456154,7.81123161315918,1.0
210,0.025216417387127876,7.166652679443359,1.0
240,0.014359602704644203,7.50469970703125,1.0
270,0.02661365270614624,6.78865909576416,1.0
300,0.013160866685211658,6.637088775634766,1.0
330,0.017785022035241127,6.831402778625488,1.0
360,0.01065884716808796,6.385331153869629,1.0
390,0.011619032360613346,6.104944229125977,1.0
420,0.012797260656952858,6.083118438720703,1.0
450,0.011956675909459591,5.719964027404785,1.0
480,0.013225310482084751,5.871726989746094,1.0
510,0.009561607614159584,5.513586044311523,1.0
540,0.0065805865451693535,5.682219505310059,1.0
570,0.00683405390009284,5.566005706787109,1.0
600,0.00959667470306158,5.353541374206543,1.0
630,0.01175685040652752,5.195277214050293,1.0
660,0.018690090626478195,4.979964256286621,1.0
690,0.004277312662452459,5.308003902435303,1.0
720,0.008256275206804276,4.9192094802856445,1.0
750,0.008733067661523819,5.007942199707031,1.0
780,0.005571193061769009,5.046836853027344,1.0
810,0.005464138463139534,4.946169853210449,1.0
840,0.00544353574514389,5.015436172485352,1.0
870,0.006963551510125399,4.464515686035156,1.0
900,0.01724063605070114,4.261558532714844,1.0
930,0.0056355418637394905,4.418763637542725,1.0
960,0.0077395252883434296,4.439709663391113,1.0
990,0.007220314349979162,4.450789928436279,1.0
1020,0.01012048777192831,4.13558292388916,1.0
1050,0.006170895881950855,4.188424587249756,1.0
1080,0.012726315297186375,3.8960790634155273,1.0
1110,0.008204018697142601,4.103704452514648,1.0
1140,0.008164005354046822,3.9388585090637207,1.0
1170,0.006750163156539202,3.979459047317505,1.0
1200,0.006149453576654196,4.019465446472168,1.0
1230,0.009986796416342258,3.9594128131866455,1.0
1260,0.006810360122472048,3.938830852508545,1.0
1290,0.0047475420869886875,3.985959529876709,1.0
1320,0.008151604793965816,3.7601542472839355,1.0
1350,0.005448633339256048,3.674755334854126,1.0
1380,0.0052855913527309895,3.9358556270599365,1.0
1410,0.0034516211599111557,4.148560047149658,1.0
1440,0.0066864145919680595,3.8790183067321777,1.0
1470,0.005715121980756521,3.6608259677886963,1.0
1500,0.0063364626839756966,3.665465831756592,1.0
